YouTubeID,Start,End,Labels1,Labels2,AllLabels
3EOMe7CsL30,10.0,20.0," ""/m/0939n_","/m/09x0r"""," ""/m/0939n_, /m/09x0r"""
3EoAIB_OGjQ,30.0,40.0," ""/m/07bjf","/m/09x0r"""," ""/m/07bjf, /m/09x0r"""
3F5POA5nsAs,18.0,28.0," ""/m/09x0r","/t/dd00002"""," ""/m/09x0r, /t/dd00002"""
3JLEt6u9CwY,240.0,250.0," ""/m/07pqn27","/m/09x0r"""," ""/m/07pqn27, /m/09x0r"""
3LbXgE3ODCI,330.0,340.0," ""/m/081rb","/m/09x0r"""," ""/m/081rb, /m/09x0r"""
3MC74V1HHOo,100.0,110.0," ""/m/03q5_w","/m/09x0r"""," ""/m/03q5_w, /m/09x0r"""
3Nn2XXUvLgs,30.0,40.0," ""/m/06bz3","/m/09x0r"""," ""/m/06bz3, /m/09x0r"""
3Sse-pHepOs,30.0,40.0," ""/m/02qldy","/m/09x0r"""," ""/m/02qldy, /m/09x0r"""
3TrTQ-tNGSo,90.0,100.0," ""/m/07rjzl8","/m/09x0r"""," ""/m/07rjzl8, /m/09x0r"""
3UAvkNVtoak,10.0,20.0," ""/m/07rn7sz","/m/09x0r"""," ""/m/07rn7sz, /m/09x0r"""
3W6ajTt2UzU,30.0,40.0," ""/m/07c52","/m/09x0r"""," ""/m/07c52, /m/09x0r"""
3W9GRWaRJPo,1.0,11.0," ""/m/09x0r","/t/dd00003"""," ""/m/09x0r, /t/dd00003"""
3Y-VT4IZtsc,16.0,26.0," ""/m/09x0r","/t/dd00003"""," ""/m/09x0r, /t/dd00003"""
3YqNm3QaCjk,100.0,110.0," ""/m/07r5v4s","/m/09x0r"""," ""/m/07r5v4s, /m/09x0r"""
3Z67jXHxHow,30.0,40.0," ""/m/07qz6j3","/m/09x0r"""," ""/m/07qz6j3, /m/09x0r"""
3cGGjixLbY0,30.0,40.0," ""/m/02fs_r","/m/09x0r"""," ""/m/02fs_r, /m/09x0r"""
3cWI2BD9A1s,90.0,100.0," ""/m/046dlr","/m/09x0r"""," ""/m/046dlr, /m/09x0r"""
3e314hm-YC8,430.0,440.0," ""/m/015jpf","/m/09x0r"""," ""/m/015jpf, /m/09x0r"""
3fJReglqBQg,30.0,40.0," ""/m/07qcpgn","/m/09x0r"""," ""/m/07qcpgn, /m/09x0r"""
3g8RcphOUUU,30.0,40.0," ""/m/07c52","/m/09x0r"""," ""/m/07c52, /m/09x0r"""
3hBvEDX7Q8k,30.0,40.0," ""/m/01lsmm","/m/09x0r"""," ""/m/01lsmm, /m/09x0r"""
3hKC3uQjsDs,50.0,60.0," ""/m/07rrlb6","/m/09x0r"""," ""/m/07rrlb6, /m/09x0r"""
3iNAmT_4pN4,330.0,340.0," ""/m/01m2v","/m/09x0r"""," ""/m/01m2v, /m/09x0r"""
3iUxnUL_2tg,170.0,180.0," ""/m/04gxbd","/m/09x0r"""," ""/m/04gxbd, /m/09x0r"""
3msZvaAa9qw,110.0,120.0," ""/m/02c8p","/m/09x0r"""," ""/m/02c8p, /m/09x0r"""
3nctZAcB24g,500.0,510.0," ""/m/04gxbd","/m/09x0r"""," ""/m/04gxbd, /m/09x0r"""
3sYPuktlyDY,310.0,320.0," ""/m/03qc9zr","/m/09x0r"""," ""/m/03qc9zr, /m/09x0r"""
3y7suvz_pHw,100.0,110.0," ""/m/03v3yw","/m/09x0r"""," ""/m/03v3yw, /m/09x0r"""
3z94sqxyEtM,30.0,40.0," ""/m/06bz3","/m/09x0r"""," ""/m/06bz3, /m/09x0r"""
3zqBbz_pWmg,30.0,40.0," ""/m/09x0r","/m/0dl9sf8"""," ""/m/09x0r, /m/0dl9sf8"""
4-MVa_JAapU,30.0,40.0," ""/m/01jwx6","/m/09x0r"""," ""/m/01jwx6, /m/09x0r"""
41Sp2_BXM0U,240.0,250.0," ""/m/09x0r","/m/0c3f7m"""," ""/m/09x0r, /m/0c3f7m"""
42YciCBYY2E,70.0,80.0," ""/m/07pws3f","/m/09x0r"""," ""/m/07pws3f, /m/09x0r"""
46Mvf2FnAwg,140.0,150.0," ""/m/02p3nc","/m/09x0r"""," ""/m/02p3nc, /m/09x0r"""
46lSK_IGtfg,30.0,40.0," ""/m/06bz3","/m/09x0r"""," ""/m/06bz3, /m/09x0r"""
49lMU8vaS88,310.0,320.0," ""/m/09x0r","/t/dd00065"""," ""/m/09x0r, /t/dd00065"""
4AllUpjCvI4,280.0,290.0," ""/m/07qcx4z","/m/09x0r"""," ""/m/07qcx4z, /m/09x0r"""
4B3nkHcPwjQ,18.0,28.0," ""/m/09x0r","/m/0dl9sf8"""," ""/m/09x0r, /m/0dl9sf8"""
4BL5beKDddI,120.0,130.0," ""/m/07pdhp0","/m/09x0r"""," ""/m/07pdhp0, /m/09x0r"""
4CMm1sNVmDM,120.0,130.0," ""/m/015jpf","/m/09x0r"""," ""/m/015jpf, /m/09x0r"""
4D6N0ymI0cw,30.0,40.0," ""/m/025wky1","/m/09x0r"""," ""/m/025wky1, /m/09x0r"""
4DRBtsaDoCY,120.0,130.0," ""/m/028ght","/m/09x0r"""," ""/m/028ght, /m/09x0r"""
4EBnb2DN3Yg,13.0,23.0," ""/m/05x_td","/m/09x0r"""," ""/m/05x_td, /m/09x0r"""
4EPy3x5w2JM,30.0,40.0," ""/m/07szfh9","/m/09x0r"""," ""/m/07szfh9, /m/09x0r"""
4FSNtSSuhdo,400.0,410.0," ""/m/096m7z","/m/09x0r"""," ""/m/096m7z, /m/09x0r"""
4IJJtD4eRPA,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
4Jg3aTetesY,0.0,10.0," ""/m/07rjzl8","/m/09x0r"""," ""/m/07rjzl8, /m/09x0r"""
4K6GbEsq0xk,20.0,30.0," ""/m/07ppn3j","/m/09x0r"""," ""/m/07ppn3j, /m/09x0r"""
4KCctdcmzuM,10.0,20.0," ""/m/07pyy8b","/m/09x0r"""," ""/m/07pyy8b, /m/09x0r"""
4LQMmbsOyKw,26.0,36.0," ""/m/09t49","/m/09x0r"""," ""/m/09t49, /m/09x0r"""
4LpgglLjUmE,14.0,24.0," ""/m/07swgks","/m/09x0r"""," ""/m/07swgks, /m/09x0r"""
4MIHbR4QZhE,30.0,40.0," ""/m/02rhddq","/m/09x0r"""," ""/m/02rhddq, /m/09x0r"""
4NsZiH4WkOo,280.0,290.0," ""/m/09x0r","/t/dd00088"""," ""/m/09x0r, /t/dd00088"""
4OUFnQ1ig7g,20.0,30.0," ""/m/09x0r","/m/0llzx"""," ""/m/09x0r, /m/0llzx"""
4OWph2BvqAA,30.0,40.0," ""/m/06bz3","/m/09x0r"""," ""/m/06bz3, /m/09x0r"""
4S0_gCV4Nn4,30.0,40.0," ""/m/02y_763","/m/09x0r"""," ""/m/02y_763, /m/09x0r"""
4TI9INCK6xo,90.0,100.0," ""/m/09x0r","/t/dd00127"""," ""/m/09x0r, /t/dd00127"""
4VmEP8vRWhI,30.0,40.0," ""/m/07bjf","/m/09x0r"""," ""/m/07bjf, /m/09x0r"""
4_cwAbkJLeY,430.0,440.0," ""/m/03wwcy","/m/09x0r"""," ""/m/03wwcy, /m/09x0r"""
4b6BxywQD2c,30.0,40.0," ""/m/06bz3","/m/09x0r"""," ""/m/06bz3, /m/09x0r"""
4bPmAyggQlo,510.0,520.0," ""/m/07r660_","/m/09x0r"""," ""/m/07r660_, /m/09x0r"""
4bU0HWzCXMc,170.0,180.0," ""/m/07s0dtb","/m/09x0r"""," ""/m/07s0dtb, /m/09x0r"""
4beGIWL9lz8,2.0,12.0," ""/m/07qmpdm","/m/09x0r"""," ""/m/07qmpdm, /m/09x0r"""
4br_j502by4,190.0,200.0," ""/m/012xff","/m/09x0r"""," ""/m/012xff, /m/09x0r"""
4fWOzHahaPQ,310.0,320.0," ""/m/03p19w","/m/09x0r"""," ""/m/03p19w, /m/09x0r"""
4frhj8HAav4,30.0,40.0," ""/m/07qwdck","/m/09x0r"""," ""/m/07qwdck, /m/09x0r"""
4fwUzavktVI,420.0,430.0," ""/m/09x0r","/m/0lyf6"""," ""/m/09x0r, /m/0lyf6"""
4lHEFcLCqmc,430.0,440.0," ""/m/07qqyl4","/m/09x0r"""," ""/m/07qqyl4, /m/09x0r"""
4n1JMHxLROw,30.0,40.0," ""/m/07hvw1","/m/09x0r"""," ""/m/07hvw1, /m/09x0r"""
4q-bJgKlVI0,260.0,270.0," ""/m/09x0r","/m/0fx9l"""," ""/m/09x0r, /m/0fx9l"""
4qjOu8_AlnE,60.0,70.0," ""/m/0939n_","/m/09x0r"""," ""/m/0939n_, /m/09x0r"""
4rUBzzs1lxU,20.0,30.0," ""/m/03q5_w","/m/09x0r"""," ""/m/03q5_w, /m/09x0r"""
4rvdDIuYHoQ,20.0,30.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
4v8hSkcRQuk,8.0,18.0," ""/m/07qsvvw","/m/09x0r"""," ""/m/07qsvvw, /m/09x0r"""
4xcSq8UjPCI,30.0,40.0," ""/m/09x0r","/m/0c3f7m"""," ""/m/09x0r, /m/0c3f7m"""
4yx_l1QFrzw,280.0,290.0," ""/m/07ppn3j","/m/09x0r"""," ""/m/07ppn3j, /m/09x0r"""
4zpgKN4Le0E,30.0,40.0," ""/m/07r81j2","/m/09x0r"""," ""/m/07r81j2, /m/09x0r"""
4zvArX5UqWU,70.0,80.0," ""/m/07hvw1","/m/09x0r"""," ""/m/07hvw1, /m/09x0r"""
50sztCkIuKU,200.0,210.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
5331QhBtfh4,14.0,24.0," ""/m/09x0r","/m/0gvgw0"""," ""/m/09x0r, /m/0gvgw0"""
53wbHCkoJRg,22.0,32.0," ""/m/07qw_06","/m/09x0r"""," ""/m/07qw_06, /m/09x0r"""
54BU0g5odHY,150.0,160.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
55HtMNsjUY8,130.0,140.0," ""/m/07bjf","/m/09x0r"""," ""/m/07bjf, /m/09x0r"""
55ZDN8PgkHA,470.0,480.0," ""/m/02x984l","/m/09x0r"""," ""/m/02x984l, /m/09x0r"""
56GowqI14E8,160.0,170.0," ""/m/07r4wb8","/m/09x0r"""," ""/m/07r4wb8, /m/09x0r"""
575SECGQ0Kg,20.0,30.0," ""/m/07qsvvw","/m/09x0r"""," ""/m/07qsvvw, /m/09x0r"""
5D9hddwhN_s,30.0,40.0," ""/m/07r4k75","/m/09x0r"""," ""/m/07r4k75, /m/09x0r"""
5EjaApKE6eU,10.0,20.0," ""/m/07qn4z3","/m/09x0r"""," ""/m/07qn4z3, /m/09x0r"""
5Fyt6Ucb2bU,210.0,220.0," ""/m/07pyy8b","/m/09x0r"""," ""/m/07pyy8b, /m/09x0r"""
5HDFxMNZj_Q,30.0,40.0," ""/m/02qldy","/m/09x0r"""," ""/m/02qldy, /m/09x0r"""
5RoKxU3wYZQ,1.0,11.0," ""/m/030rvx","/m/09x0r"""," ""/m/030rvx, /m/09x0r"""
5UpwKg8zbQw,480.0,490.0," ""/m/07rjzl8","/m/09x0r"""," ""/m/07rjzl8, /m/09x0r"""
5_QE-a9jmK4,60.0,70.0," ""/m/01x3z","/m/09x0r"""," ""/m/01x3z, /m/09x0r"""
5bKeBLyRTz0,30.0,40.0," ""/m/07szfh9","/m/09x0r"""," ""/m/07szfh9, /m/09x0r"""
5cnoz3__Go8,30.0,40.0," ""/m/09x0r","/t/dd00003"""," ""/m/09x0r, /t/dd00003"""
5e2JnHzcUt8,110.0,120.0," ""/m/06_fw","/m/09x0r"""," ""/m/06_fw, /m/09x0r"""
5eoTmBjNl8A,340.0,350.0," ""/m/0261r1","/m/09x0r"""," ""/m/0261r1, /m/09x0r"""
5f9gPcJD5Ak,230.0,240.0," ""/m/07pt_g0","/m/09x0r"""," ""/m/07pt_g0, /m/09x0r"""
5fFguglZ_8o,30.0,40.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
5fraQQFOyWQ,30.0,40.0," ""/m/07qlf79","/m/09x0r"""," ""/m/07qlf79, /m/09x0r"""
5gB0wpfKeOk,10.0,20.0," ""/m/09x0r","/t/dd00003"""," ""/m/09x0r, /t/dd00003"""
5hyI_dM5cGo,30.0,40.0," ""/m/06bz3","/m/09x0r"""," ""/m/06bz3, /m/09x0r"""
5iP_VuJCZtw,30.0,40.0," ""/m/07swgks","/m/09x0r"""," ""/m/07swgks, /m/09x0r"""
5jqupmXaRBc,30.0,40.0," ""/m/07qv_x_","/m/09x0r"""," ""/m/07qv_x_, /m/09x0r"""
5kxQ5b-DUi8,30.0,40.0," ""/m/030rvx","/m/09x0r"""," ""/m/030rvx, /m/09x0r"""
5p4U73IGviw,30.0,40.0," ""/m/04rmv","/m/09x0r"""," ""/m/04rmv, /m/09x0r"""
5pWNW2guTQ8,30.0,40.0," ""/m/09x0r","/m/0dv3j"""," ""/m/09x0r, /m/0dv3j"""
5rPakrW-jCY,490.0,500.0," ""/m/09x0r","/m/0lyf6"""," ""/m/09x0r, /m/0lyf6"""
5s0oF2fMOtg,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
5tPxFKI6BrQ,30.0,40.0," ""/m/02y_763","/m/09x0r"""," ""/m/02y_763, /m/09x0r"""
5vNdtsteNXA,330.0,340.0," ""/m/07pxg6y","/m/09x0r"""," ""/m/07pxg6y, /m/09x0r"""
5v_ZNkqoiM8,27.0,37.0," ""/m/07bjf","/m/09x0r"""," ""/m/07bjf, /m/09x0r"""
5y4cP7AlPV4,40.0,50.0," ""/m/07qcx4z","/m/09x0r"""," ""/m/07qcx4z, /m/09x0r"""
5zKR4yzfkPA,18.0,28.0," ""/m/01jg1z","/m/09x0r"""," ""/m/01jg1z, /m/09x0r"""
6-orAgas6K8,12.0,22.0," ""/m/07q7njn","/m/09x0r"""," ""/m/07q7njn, /m/09x0r"""
60F323_jvtI,160.0,170.0," ""/m/046dlr","/m/09x0r"""," ""/m/046dlr, /m/09x0r"""
65wt7l8vAvU,410.0,420.0," ""/m/06bz3","/m/09x0r"""," ""/m/06bz3, /m/09x0r"""
676jJ4ro9J8,40.0,50.0," ""/m/025wky1","/m/09x0r"""," ""/m/025wky1, /m/09x0r"""
68qvHxql5OY,240.0,250.0," ""/m/07qc9xj","/m/09x0r"""," ""/m/07qc9xj, /m/09x0r"""
695nvt2cbP8,30.0,40.0," ""/m/07q4ntr","/m/09x0r"""," ""/m/07q4ntr, /m/09x0r"""
6AyumUbU3VM,30.0,40.0," ""/m/09x0r","/t/dd00018"""," ""/m/09x0r, /t/dd00018"""
6Gkq_d6T2TQ,150.0,160.0," ""/m/07qs1cx","/m/09x0r"""," ""/m/07qs1cx, /m/09x0r"""
6J0Emf3BQ8k,40.0,50.0," ""/m/07mzm6","/m/09x0r"""," ""/m/07mzm6, /m/09x0r"""
6J1gScD4AZU,70.0,80.0," ""/m/09x0r","/m/0fqfqc"""," ""/m/09x0r, /m/0fqfqc"""
6M2lNShlcYw,30.0,40.0," ""/m/07pc8lb","/m/09x0r"""," ""/m/07pc8lb, /m/09x0r"""
6MIQDwaF2K4,140.0,150.0," ""/m/07rrh0c","/m/09x0r"""," ""/m/07rrh0c, /m/09x0r"""
6MkGsDIbUCk,30.0,40.0," ""/m/09x0r","/m/0fqfqc"""," ""/m/09x0r, /m/0fqfqc"""
6NYoOqzY5EE,30.0,40.0," ""/m/02y_763","/m/09x0r"""," ""/m/02y_763, /m/09x0r"""
6O4Zpv-cAXY,0.0,7.0," ""/m/014zdl","/m/09x0r"""," ""/m/014zdl, /m/09x0r"""
6OY-O-vBrS8,240.0,250.0," ""/m/07qcx4z","/m/09x0r"""," ""/m/07qcx4z, /m/09x0r"""
6P26cAGGgI0,30.0,40.0," ""/m/02l6bg","/m/09x0r"""," ""/m/02l6bg, /m/09x0r"""
6Psvd-kYb-0,50.0,60.0," ""/m/07rjzl8","/m/09x0r"""," ""/m/07rjzl8, /m/09x0r"""
6Q3bYo2UN8M,320.0,330.0," ""/m/07pyy8b","/m/09x0r"""," ""/m/07pyy8b, /m/09x0r"""
6R8mmrJvXgc,220.0,230.0," ""/m/07rn7sz","/m/09x0r"""," ""/m/07rn7sz, /m/09x0r"""
6RSeGgCFTXs,30.0,40.0," ""/m/09x0r","/m/0btp2"""," ""/m/09x0r, /m/0btp2"""
6T6P0S7B75o,560.0,570.0," ""/m/07rgt08","/m/09x0r"""," ""/m/07rgt08, /m/09x0r"""
6Td-aurNjCU,30.0,40.0," ""/m/07qmpdm","/m/09x0r"""," ""/m/07qmpdm, /m/09x0r"""
6U-ZfyX5EwY,450.0,460.0," ""/m/07plz5l","/m/09x0r"""," ""/m/07plz5l, /m/09x0r"""
6VOGlqLeOzI,30.0,40.0," ""/m/09x0r","/m/0dl9sf8"""," ""/m/09x0r, /m/0dl9sf8"""
6VV5Amm51C8,230.0,240.0," ""/m/07pqc89","/m/09x0r"""," ""/m/07pqc89, /m/09x0r"""
6WJitOS-RHw,110.0,120.0," ""/m/03wwcy","/m/09x0r"""," ""/m/03wwcy, /m/09x0r"""
6Wt-JJ3JpzE,50.0,60.0," ""/m/07pqc89","/m/09x0r"""," ""/m/07pqc89, /m/09x0r"""
6X6wb0FC6Fg,540.0,550.0," ""/m/07qnq_y","/m/09x0r"""," ""/m/07qnq_y, /m/09x0r"""
6XiVOflQITo,0.0,10.0," ""/m/07rn7sz","/m/09x0r"""," ""/m/07rn7sz, /m/09x0r"""
6Xih-QqZEPk,320.0,330.0," ""/m/01g90h","/m/09x0r"""," ""/m/01g90h, /m/09x0r"""
6YicR55sWNA,30.0,40.0," ""/m/07qcpgn","/m/09x0r"""," ""/m/07qcpgn, /m/09x0r"""
6aMqUvx818k,0.0,10.0," ""/m/03v3yw","/m/09x0r"""," ""/m/03v3yw, /m/09x0r"""
6amwf4K7CT8,110.0,120.0," ""/m/02g901","/m/09x0r"""," ""/m/02g901, /m/09x0r"""
6gtgyvUGAgw,410.0,420.0," ""/m/07phhsh","/m/09x0r"""," ""/m/07phhsh, /m/09x0r"""
6hPHV1jj53E,3.0,13.0," ""/m/07qmpdm","/m/09x0r"""," ""/m/07qmpdm, /m/09x0r"""
6hb0PdtXhvA,80.0,90.0," ""/m/07qfr4h","/m/09x0r"""," ""/m/07qfr4h, /m/09x0r"""
6iawZ-TzFoo,4.0,14.0," ""/m/07r660_","/m/09x0r"""," ""/m/07r660_, /m/09x0r"""
6kijTMUqcMI,0.0,10.0," ""/m/07pqn27","/m/09x0r"""," ""/m/07pqn27, /m/09x0r"""
6lgH1cWR4Wo,21.0,31.0," ""/m/02dgv","/m/09x0r"""," ""/m/02dgv, /m/09x0r"""
6liq2ueoVMM,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
6m2isJwFrEM,190.0,200.0," ""/m/01m4t","/m/09x0r"""," ""/m/01m4t, /m/09x0r"""
6pg6tQztdg0,30.0,40.0," ""/m/024dl","/m/09x0r"""," ""/m/024dl, /m/09x0r"""
6r72v1BpNvI,30.0,40.0," ""/m/0939n_","/m/09x0r"""," ""/m/0939n_, /m/09x0r"""
6rTnFRkcNYs,170.0,180.0," ""/m/0642b4","/m/09x0r"""," ""/m/0642b4, /m/09x0r"""
6uH-Wj6smUQ,30.0,40.0," ""/m/02rhddq","/m/09x0r"""," ""/m/02rhddq, /m/09x0r"""
6utV85ZQA94,30.0,40.0," ""/m/07bjf","/m/09x0r"""," ""/m/07bjf, /m/09x0r"""
6vSSsSpWUDI,30.0,40.0," ""/m/07s0dtb","/m/09x0r"""," ""/m/07s0dtb, /m/09x0r"""
6vcpZCbAd1U,1.0,11.0," ""/m/07qmpdm","/m/09x0r"""," ""/m/07qmpdm, /m/09x0r"""
6ztm2J-GRNU,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
7-8QfCtmeOo,210.0,220.0," ""/m/01z47d","/m/09x0r"""," ""/m/01z47d, /m/09x0r"""
71Y6xnT_Cz4,210.0,220.0," ""/m/09x0r","/t/dd00112"""," ""/m/09x0r, /t/dd00112"""
72-6e1lw7LM,100.0,110.0," ""/m/01z47d","/m/09x0r"""," ""/m/01z47d, /m/09x0r"""
722ZD8iNIBU,30.0,40.0," ""/m/07q0yl5","/m/09x0r"""," ""/m/07q0yl5, /m/09x0r"""
73SYrra4rzM,30.0,40.0," ""/m/07pzfmf","/m/09x0r"""," ""/m/07pzfmf, /m/09x0r"""
796ft4SDrnQ,0.0,10.0," ""/m/015jpf","/m/09x0r"""," ""/m/015jpf, /m/09x0r"""
79_6qU6dI78,420.0,430.0," ""/m/02p3nc","/m/09x0r"""," ""/m/02p3nc, /m/09x0r"""
7ALU6YNOf2w,110.0,120.0," ""/m/09x0r","/m/0brhx"""," ""/m/09x0r, /m/0brhx"""
7Ep2a7_sbmc,260.0,270.0," ""/m/09x0r","/m/0l15bq"""," ""/m/09x0r, /m/0l15bq"""
7IBOkY_oUbA,0.0,10.0," ""/m/09x0r","/m/0llzx"""," ""/m/09x0r, /m/0llzx"""
7IVNIcOntfo,20.0,30.0," ""/m/01s0vc","/m/09x0r"""," ""/m/01s0vc, /m/09x0r"""
7LkCUEVlfY0,70.0,80.0," ""/m/07qw_06","/m/09x0r"""," ""/m/07qw_06, /m/09x0r"""
7M3PtG0DzJc,180.0,190.0," ""/m/09x0r","/m/0dv3j"""," ""/m/09x0r, /m/0dv3j"""
7NzVvKVliyk,80.0,90.0," ""/m/025wky1","/m/09x0r"""," ""/m/025wky1, /m/09x0r"""
7PaOV4oC3eI,30.0,40.0," ""/m/07qcpgn","/m/09x0r"""," ""/m/07qcpgn, /m/09x0r"""
7RJb2ZHh2JM,22.0,32.0," ""/m/07hvw1","/m/09x0r"""," ""/m/07hvw1, /m/09x0r"""
7XMDKZQ0GKw,90.0,100.0," ""/m/07ppn3j","/m/09x0r"""," ""/m/07ppn3j, /m/09x0r"""
7XUouXu1iR4,160.0,170.0," ""/m/01z47d","/m/09x0r"""," ""/m/01z47d, /m/09x0r"""
7aKBgag7ylE,0.0,9.0," ""/m/07pjwq1","/m/09x0r"""," ""/m/07pjwq1, /m/09x0r"""
7b446bDv9Ek,30.0,40.0," ""/m/01s0vc","/m/09x0r"""," ""/m/01s0vc, /m/09x0r"""
7bNZVhBn40w,40.0,50.0," ""/m/015jpf","/m/09x0r"""," ""/m/015jpf, /m/09x0r"""
7cShCWEmupE,0.0,10.0," ""/m/07q6cd_","/m/09x0r"""," ""/m/07q6cd_, /m/09x0r"""
7d7W7VhIVcM,30.0,40.0," ""/m/02qldy","/m/09x0r"""," ""/m/02qldy, /m/09x0r"""
7f4Xh502cu8,90.0,100.0," ""/m/09x0r","/m/0dv3j"""," ""/m/09x0r, /m/0dv3j"""
7fsUq4smsKU,420.0,430.0," ""/m/07qnq_y","/m/09x0r"""," ""/m/07qnq_y, /m/09x0r"""
7g6lAuznO3s,80.0,90.0," ""/m/09x0r","/m/0c2wf"""," ""/m/09x0r, /m/0c2wf"""
7i9sTFnZ0p0,30.0,40.0," ""/m/02rtxlg","/m/09x0r"""," ""/m/02rtxlg, /m/09x0r"""
7jzi2mrfUUQ,80.0,90.0," ""/m/07rkbfh","/m/09x0r"""," ""/m/07rkbfh, /m/09x0r"""
7lI4Z6_twLg,50.0,60.0," ""/m/0463cq4","/m/09x0r"""," ""/m/0463cq4, /m/09x0r"""
7qsorQuWQAY,110.0,120.0," ""/m/09x0r","/m/0lyf6"""," ""/m/09x0r, /m/0lyf6"""
7rk62G1WyG8,30.0,40.0," ""/m/02zsn","/m/09x0r"""," ""/m/02zsn, /m/09x0r"""
7sLdN_5g_nk,250.0,260.0," ""/m/09t49","/m/09x0r"""," ""/m/09t49, /m/09x0r"""
7v4HKB17S5U,70.0,80.0," ""/m/09x0r","/t/dd00013"""," ""/m/09x0r, /t/dd00013"""
7y3sSyCrWhk,90.0,100.0," ""/m/024dl","/m/09x0r"""," ""/m/024dl, /m/09x0r"""
7y6SMvFdov8,0.0,10.0," ""/m/0261r1","/m/09x0r"""," ""/m/0261r1, /m/09x0r"""
7zoE-WJ0L2A,30.0,40.0," ""/m/09t49","/m/09x0r"""," ""/m/09t49, /m/09x0r"""
8018a8EPQ3s,110.0,120.0," ""/m/02p3nc","/m/09x0r"""," ""/m/02p3nc, /m/09x0r"""
80bmu3Q8LVk,540.0,550.0," ""/m/02p3nc","/m/09x0r"""," ""/m/02p3nc, /m/09x0r"""
81a39gW9Tik,120.0,130.0," ""/m/039jq","/m/09x0r"""," ""/m/039jq, /m/09x0r"""
81m3A2ciruY,10.0,20.0," ""/m/0939n_","/m/09x0r"""," ""/m/0939n_, /m/09x0r"""
83W_DUSS830,410.0,420.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
84A7-8dN0S4,30.0,40.0," ""/m/07r_k2n","/m/09x0r"""," ""/m/07r_k2n, /m/09x0r"""
85OkNNiEJ44,30.0,40.0," ""/m/09x0r","/m/0fx9l"""," ""/m/09x0r, /m/0fx9l"""
88N7BJ1IHkE,280.0,290.0," ""/m/06_y0by","/m/09x0r"""," ""/m/06_y0by, /m/09x0r"""
89cgiPVJZ_4,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
89diUzrtgrw,120.0,130.0," ""/m/024dl","/m/09x0r"""," ""/m/024dl, /m/09x0r"""
8AUFswKGF7A,7.0,17.0," ""/m/07qn4z3","/m/09x0r"""," ""/m/07qn4z3, /m/09x0r"""
8ArMxIiZ5eM,30.0,40.0," ""/m/02dgv","/m/09x0r"""," ""/m/02dgv, /m/09x0r"""
8B32v_APxZg,90.0,100.0," ""/m/01hsr_","/m/09x0r"""," ""/m/01hsr_, /m/09x0r"""
8BnuWKVAUZI,40.0,50.0," ""/m/024dl","/m/09x0r"""," ""/m/024dl, /m/09x0r"""
8CHNVBfzZhQ,240.0,250.0," ""/m/07qc9xj","/m/09x0r"""," ""/m/07qc9xj, /m/09x0r"""
8G3BkCpyYLA,30.0,40.0," ""/m/02rhddq","/m/09x0r"""," ""/m/02rhddq, /m/09x0r"""
8HA3zVZ_g4Y,120.0,130.0," ""/m/06_fw","/m/09x0r"""," ""/m/06_fw, /m/09x0r"""
8Mv_svNZKhE,30.0,40.0," ""/m/09x0r","/t/dd00002"""," ""/m/09x0r, /t/dd00002"""
8NtI7EArM5E,30.0,40.0," ""/m/09x0r","/t/dd00088"""," ""/m/09x0r, /t/dd00088"""
8PT5MS2POEQ,60.0,70.0," ""/m/07pc8lb","/m/09x0r"""," ""/m/07pc8lb, /m/09x0r"""
8TodOGHkHIY,210.0,220.0," ""/m/02z32qm","/m/09x0r"""," ""/m/02z32qm, /m/09x0r"""
8UkHc9FLm9U,380.0,390.0," ""/m/01lsmm","/m/09x0r"""," ""/m/01lsmm, /m/09x0r"""
8X4_2bcXKvM,310.0,320.0," ""/m/09x0r","/m/0g6b5"""," ""/m/09x0r, /m/0g6b5"""
8Y3pAqq5s0E,150.0,160.0," ""/m/07pzfmf","/m/09x0r"""," ""/m/07pzfmf, /m/09x0r"""
8Ymf53VWNyU,20.0,30.0," ""/m/07qcx4z","/m/09x0r"""," ""/m/07qcx4z, /m/09x0r"""
8_19ZcMbd0M,450.0,460.0," ""/m/09x0r","/m/0k65p"""," ""/m/09x0r, /m/0k65p"""
8b3PWpYU8Ns,30.0,40.0," ""/m/07bjf","/m/09x0r"""," ""/m/07bjf, /m/09x0r"""
8daqHY_fpO8,30.0,40.0," ""/m/07rv9rh","/m/09x0r"""," ""/m/07rv9rh, /m/09x0r"""
